species,matrix,active_ingredient,category_type,cause,dose_amount,dose_unit,frequency_per_day,duration_days,reason,mrl_limit,mrl_unit,withdrawal_period_days
cattle,milk,Ceftiofur,antibiotic,Secondary bacterial infection,711.71,mg,1,7,Cough,106.56,ug/kg,7
cattle,meat,Enrofloxacin,antibiotic,Protozoal infection,417.38,mg,1,5,Fever,102.03,ug/kg,4
cattle,meat,Tylosin,antibiotic,Contaminated feed/water,773.17,mg,1,2,Respiratory distress,102.92,ug/kg,9
sheep,meat,Amoxicillin,antibiotic,Fungal infection,17.08,ml,2,1,Wounds,47.26,ug/kg,4
cattle,meat,Gentamicin,antibiotic,Fungal infection,2.0,tablet,1,14,Wounds,212.81,ug/kg,19
goat,meat,Doxycycline,antibiotic,Fungal infection,5.0,tablet,1,4,Reduced production,48.99,ug/kg,3
cattle,milk,Gentamicin,antibiotic,Mycoplasma infection,36.47,g,1,5,Fever,109.29,ug/kg,5
cattle,meat,Ceftriaxone,antibiotic,Fungal infection,2.0,tablet,3,5,Respiratory distress,196.69,ug/kg,6
poultry,meat,Oxytetracycline,antibiotic,Contaminated feed/water,10.0,sachet,1,7,Cough,276.31,ug/kg,5
cattle,meat,Tylosin,antibiotic,Secondary bacterial infection,1.1,ml,2,5,Reduced production,103.67,ug/kg,15
goat,meat,Doxycycline,antibiotic,Mycoplasma infection,10.0,tablet,1,14,Respiratory distress,47.08,ug/kg,12
pig,meat,Florfenicol,antibiotic,Contaminated feed/water,674.48,mg,1,2,Cough,948.6,ug/kg,8
cattle,meat,Oxytetracycline,antibiotic,Nutritional deficiency,1.0,tablet,2,5,Respiratory distress,297.3,ug/kg,13
pig,meat,Ivermectin,antiparasitic,Contaminated feed/water,7.52,ml,1,1,Skin lesions,100.17,ug/kg,18
sheep,meat,Closantel,antiparasitic,Viral infection,30.45,ml,2,1,Poor weight gain,504.47,ug/kg,35
poultry,egg,Ivermectin,antiparasitic,Protozoal infection,7.19,litre,2,7,Reduced production,90.4,ug/kg,9
poultry,egg,Ivermectin,antiparasitic,Fungal infection,19.03,g,2,5,Poor weight gain,103.83,ug/kg,12
poultry,egg,Ivermectin,antiparasitic,Secondary bacterial infection,15.17,g,2,3,Cough,104.9,ug/kg,8
goat,meat,Ivermectin,antiparasitic,Parasitic infestation,47.83,g,3,3,Reduced production,105.89,ug/kg,33
cattle,meat,Albendazole,antiparasitic,Protozoal infection,17.35,ml,3,1,Drop in egg production,185.0,ug/kg,23
goat,meat,Fenbendazole,antiparasitic,Fungal infection,41.39,g,2,2,Fever,198.11,ug/kg,54
poultry,meat,Ivermectin,antiparasitic,Secondary bacterial infection,2.61,g,3,1,Respiratory distress,91.56,ug/kg,8
pig,meat,Ivermectin,antiparasitic,Contaminated feed/water,100.69,mg,2,5,Poor weight gain,108.55,ug/kg,14
pig,meat,Ivermectin,antiparasitic,Fungal infection,623.37,mg,2,1,Drop in egg production,103.15,ug/kg,15
cattle,milk,Closantel,antiparasitic,Poor hygiene,420.85,mg,2,2,Poor weight gain,5.02,ug/kg,29
goat,meat,Albendazole,antiparasitic,Poor hygiene,0.17,g,3,1,Reduced production,209.78,ug/kg,51
poultry,meat,Ivermectin,antiparasitic,Protozoal infection,0.56,kg,3,2,Wounds,95.22,ug/kg,4
cattle,milk,Albendazole,antiparasitic,Protozoal infection,257.31,mg,2,3,Lameness,50.22,ug/kg,49
sheep,meat,Fenbendazole,antiparasitic,Poor hygiene,0.5,tablet,2,1,Drop in egg production,184.1,ug/kg,56
poultry,meat,Ivermectin,antiparasitic,Parasitic infestation,3.06,kg,1,3,Lameness,103.51,ug/kg,14
poultry,meat,Ivermectin,antiparasitic,Parasitic infestation,7.77,litre,2,7,Respiratory distress,99.57,ug/kg,4
poultry,meat,Ivermectin,antiparasitic,Secondary bacterial infection,1.0,sachet,1,1,Respiratory distress,95.64,ug/kg,4
cattle,meat,Ivermectin,antiparasitic,Fungal infection,16.9,ml,2,3,Poor weight gain,98.92,ug/kg,22
goat,meat,Albendazole,antiparasitic,Nutritional deficiency,19.88,g,2,5,Respiratory distress,214.6,ug/kg,56
pig,meat,Ivermectin,antiparasitic,Bacterial infection,1.0,tablet,1,3,Cough,93.42,ug/kg,19
pig,meat,Albendazole,antiparasitic,Mycoplasma infection,1.03,kg,3,1,Fever,181.96,ug/kg,17
goat,meat,Albendazole,antiparasitic,Secondary bacterial infection,2.03,g,2,1,Cough,188.27,ug/kg,52
cattle,milk,Ivermectin,antiparasitic,Nutritional deficiency,0.5,tablet,2,1,Drop in egg production,10.9,ug/kg,22
sheep,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,5.07,ml,1,5,Poor weight gain,196.55,ug/kg,24
poultry,meat,Ivermectin,antiparasitic,Poor hygiene,23.01,g,2,5,Skin lesions,104.62,ug/kg,12
sheep,meat,Albendazole,antiparasitic,Contaminated feed/water,10.0,tablet,2,2,Skin lesions,210.31,ug/kg,43
poultry,egg,Ivermectin,antiparasitic,Secondary bacterial infection,1.0,sachet,2,1,Wounds,106.47,ug/kg,3
goat,meat,Fenbendazole,antiparasitic,Viral infection,45.4,g,3,7,Skin lesions,212.38,ug/kg,41
goat,meat,Albendazole,antiparasitic,Fungal infection,0.5,tablet,3,5,Cough,180.17,ug/kg,43
cattle,meat,Fenbendazole,antiparasitic,Mycoplasma infection,0.5,tablet,2,1,Fever,184.15,ug/kg,49
poultry,egg,Ivermectin,antiparasitic,Nutritional deficiency,2.0,sachet,1,1,Respiratory distress,103.94,ug/kg,8
goat,meat,Albendazole,antiparasitic,Secondary bacterial infection,11.71,g,2,7,Poor weight gain,200.57,ug/kg,24
sheep,meat,Closantel,antiparasitic,Viral infection,1.0,tablet,2,1,Lameness,487.85,ug/kg,42
cattle,meat,Albendazole,antiparasitic,Mycoplasma infection,123.29,mg,2,5,Fever,202.9,ug/kg,48
sheep,meat,Closantel,antiparasitic,Nutritional deficiency,865.47,mg,3,1,Fever,514.85,ug/kg,43
goat,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,9.87,g,1,1,Drop in egg production,197.53,ug/kg,56
goat,meat,Albendazole,antiparasitic,Contaminated feed/water,0.5,tablet,3,1,Poor weight gain,211.98,ug/kg,27
goat,meat,Fenbendazole,antiparasitic,Poor hygiene,1.07,g,1,5,Reduced production,192.58,ug/kg,26
goat,meat,Fenbendazole,antiparasitic,Parasitic infestation,46.58,ml,3,7,Drop in egg production,183.19,ug/kg,32
goat,meat,Albendazole,antiparasitic,Bacterial infection,145.13,mg,2,1,Skin lesions,213.01,ug/kg,30
sheep,meat,Albendazole,antiparasitic,Secondary bacterial infection,41.61,g,1,1,Lameness,194.15,ug/kg,49
sheep,meat,Ivermectin,antiparasitic,Viral infection,161.03,mg,3,2,Drop in egg production,102.31,ug/kg,54
cattle,meat,Eprinomectin,antiparasitic,Parasitic infestation,10.0,tablet,2,1,Respiratory distress,98.83,ug/kg,39
cattle,meat,Closantel,antiparasitic,Parasitic infestation,19.5,g,1,7,Poor weight gain,467.08,ug/kg,57
cattle,meat,Ivermectin,antiparasitic,Bacterial infection,10.0,tablet,1,3,Lameness,106.99,ug/kg,34
pig,meat,Ivermectin,antiparasitic,Poor hygiene,22.38,ml,2,2,Cough,102.97,ug/kg,21
sheep,meat,Ivermectin,antiparasitic,Protozoal infection,438.59,mg,3,1,Reduced production,96.37,ug/kg,32
pig,meat,Albendazole,antiparasitic,Secondary bacterial infection,4.83,g,2,5,Cough,195.85,ug/kg,14
poultry,meat,Ivermectin,antiparasitic,Nutritional deficiency,29.57,g,2,1,Reduced production,97.06,ug/kg,13
cattle,milk,Eprinomectin,antiparasitic,Mycoplasma infection,30.13,g,2,1,Diarrhea,10.58,ug/kg,30
sheep,meat,Albendazole,antiparasitic,Secondary bacterial infection,5.0,tablet,2,5,Poor weight gain,199.74,ug/kg,53
cattle,milk,Closantel,antiparasitic,Bacterial infection,535.98,mg,1,1,Fever,5.07,ug/kg,28
poultry,meat,Ivermectin,antiparasitic,Viral infection,3.3,kg,1,7,Diarrhea,101.85,ug/kg,5
goat,meat,Ivermectin,antiparasitic,Bacterial infection,10.0,tablet,1,3,Wounds,97.07,ug/kg,35
cattle,meat,Ivermectin,antiparasitic,Parasitic infestation,22.2,g,3,1,Wounds,93.63,ug/kg,35
sheep,meat,Albendazole,antiparasitic,Secondary bacterial infection,7.93,g,1,7,Poor weight gain,202.11,ug/kg,36
cattle,meat,Albendazole,antiparasitic,Fungal infection,2.0,tablet,2,7,Fever,204.44,ug/kg,57
goat,meat,Fenbendazole,antiparasitic,Mycoplasma infection,25.54,ml,2,3,Cough,202.59,ug/kg,53
poultry,egg,Ivermectin,antiparasitic,Contaminated feed/water,10.0,sachet,2,1,Skin lesions,92.04,ug/kg,9
sheep,meat,Albendazole,antiparasitic,Bacterial infection,1.56,g,2,1,Fever,210.76,ug/kg,32
poultry,egg,Ivermectin,antiparasitic,Secondary bacterial infection,29.88,g,1,7,Respiratory distress,95.03,ug/kg,3
poultry,meat,Ivermectin,antiparasitic,Secondary bacterial infection,8.71,litre,3,7,Poor weight gain,108.16,ug/kg,4
goat,meat,Albendazole,antiparasitic,Mycoplasma infection,31.38,ml,2,1,Reduced production,194.47,ug/kg,45
pig,meat,Albendazole,antiparasitic,Parasitic infestation,631.88,mg,2,3,Drop in egg production,205.02,ug/kg,16
goat,meat,Fenbendazole,antiparasitic,Bacterial infection,7.46,g,1,5,Wounds,198.91,ug/kg,45
sheep,meat,Albendazole,antiparasitic,Protozoal infection,2.0,tablet,2,5,Fever,217.44,ug/kg,47
goat,meat,Ivermectin,antiparasitic,Parasitic infestation,10.0,tablet,3,5,Diarrhea,90.94,ug/kg,52
sheep,meat,Albendazole,antiparasitic,Protozoal infection,488.54,mg,1,1,Respiratory distress,194.01,ug/kg,43
pig,meat,Albendazole,antiparasitic,Fungal infection,1.06,kg,1,1,Poor weight gain,186.43,ug/kg,19
sheep,meat,Albendazole,antiparasitic,Protozoal infection,535.16,mg,2,1,Reduced production,204.05,ug/kg,40
sheep,meat,Fenbendazole,antiparasitic,Bacterial infection,27.18,ml,1,2,Poor weight gain,189.99,ug/kg,58
goat,meat,Fenbendazole,antiparasitic,Viral infection,14.81,g,2,2,Diarrhea,217.4,ug/kg,54
cattle,meat,Eprinomectin,antiparasitic,Nutritional deficiency,579.01,mg,1,1,Reduced production,109.43,ug/kg,37
goat,meat,Albendazole,antiparasitic,Nutritional deficiency,29.16,g,2,7,Respiratory distress,189.12,ug/kg,26
sheep,meat,Ivermectin,antiparasitic,Protozoal infection,3.17,g,1,1,Poor weight gain,90.25,ug/kg,41
cattle,meat,Ivermectin,antiparasitic,Parasitic infestation,556.07,mg,3,1,Wounds,91.07,ug/kg,53
goat,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,391.7,mg,2,7,Reduced production,200.65,ug/kg,56
pig,meat,Ivermectin,antiparasitic,Protozoal infection,1.73,kg,2,1,Reduced production,100.25,ug/kg,20
pig,meat,Albendazole,antiparasitic,Nutritional deficiency,16.68,ml,1,1,Lameness,180.75,ug/kg,14
goat,meat,Ivermectin,antiparasitic,Poor hygiene,44.42,g,2,1,Skin lesions,95.25,ug/kg,56
cattle,milk,Closantel,antiparasitic,Secondary bacterial infection,10.0,tablet,1,1,Diarrhea,5.5,ug/kg,51
cattle,milk,Eprinomectin,antiparasitic,Nutritional deficiency,2.0,tablet,1,1,Wounds,9.47,ug/kg,38
poultry,meat,Ivermectin,antiparasitic,Mycoplasma infection,8.43,litre,2,7,Reduced production,94.67,ug/kg,3
sheep,meat,Closantel,antiparasitic,Bacterial infection,316.13,mg,2,5,Skin lesions,459.55,ug/kg,38
pig,meat,Ivermectin,antiparasitic,Poor hygiene,0.72,ml,2,2,Fever,98.74,ug/kg,19
poultry,egg,Ivermectin,antiparasitic,Poor hygiene,1.0,litre,2,5,Reduced production,95.64,ug/kg,14
goat,meat,Ivermectin,antiparasitic,Parasitic infestation,10.0,tablet,2,2,Drop in egg production,108.27,ug/kg,56
sheep,meat,Albendazole,antiparasitic,Nutritional deficiency,17.13,ml,1,2,Lameness,198.98,ug/kg,51
pig,meat,Albendazole,antiparasitic,Secondary bacterial infection,35.12,g,3,7,Respiratory distress,205.84,ug/kg,16
sheep,meat,Fenbendazole,antiparasitic,Viral infection,0.5,tablet,3,3,Fever,203.03,ug/kg,48
pig,meat,Albendazole,antiparasitic,Protozoal infection,4.66,kg,2,1,Drop in egg production,180.21,ug/kg,20
pig,meat,Albendazole,antiparasitic,Viral infection,2.8,kg,1,7,Wounds,190.02,ug/kg,21
goat,meat,Fenbendazole,antiparasitic,Bacterial infection,40.35,g,2,5,Respiratory distress,181.45,ug/kg,57
goat,meat,Ivermectin,antiparasitic,Poor hygiene,1.0,tablet,3,1,Drop in egg production,97.32,ug/kg,39
sheep,meat,Ivermectin,antiparasitic,Bacterial infection,1.25,ml,2,5,Cough,98.53,ug/kg,53
sheep,meat,Ivermectin,antiparasitic,Parasitic infestation,80.29,mg,2,1,Lameness,100.98,ug/kg,33
sheep,meat,Fenbendazole,antiparasitic,Nutritional deficiency,37.21,g,2,1,Respiratory distress,201.72,ug/kg,23
sheep,meat,Fenbendazole,antiparasitic,Nutritional deficiency,868.17,mg,1,3,Fever,201.3,ug/kg,26
pig,meat,Albendazole,antiparasitic,Contaminated feed/water,0.99,ml,1,1,Wounds,194.53,ug/kg,19
sheep,meat,Albendazole,antiparasitic,Viral infection,5.0,tablet,3,3,Diarrhea,200.0,ug/kg,48
sheep,meat,Closantel,antiparasitic,Mycoplasma infection,44.24,g,2,2,Reduced production,486.36,ug/kg,24
pig,meat,Albendazole,antiparasitic,Poor hygiene,4.66,kg,2,1,Respiratory distress,196.31,ug/kg,17
pig,meat,Albendazole,antiparasitic,Contaminated feed/water,36.36,g,1,5,Lameness,195.96,ug/kg,15
pig,meat,Albendazole,antiparasitic,Mycoplasma infection,86.62,mg,1,1,Reduced production,187.31,ug/kg,14
goat,meat,Ivermectin,antiparasitic,Fungal infection,10.08,g,1,5,Drop in egg production,101.25,ug/kg,48
cattle,meat,Eprinomectin,antiparasitic,Bacterial infection,26.69,g,2,2,Drop in egg production,100.84,ug/kg,22
pig,meat,Ivermectin,antiparasitic,Fungal infection,164.26,mg,1,2,Reduced production,93.77,ug/kg,19
sheep,meat,Fenbendazole,antiparasitic,Viral infection,303.93,mg,1,5,Fever,212.64,ug/kg,36
sheep,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,5.22,ml,3,1,Reduced production,182.2,ug/kg,57
poultry,egg,Ivermectin,antiparasitic,Parasitic infestation,39.52,g,3,1,Lameness,107.03,ug/kg,12
cattle,meat,Ivermectin,antiparasitic,Viral infection,559.27,mg,1,1,Poor weight gain,94.93,ug/kg,51
sheep,meat,Albendazole,antiparasitic,Parasitic infestation,2.0,tablet,3,1,Poor weight gain,182.81,ug/kg,47
sheep,meat,Ivermectin,antiparasitic,Fungal infection,37.66,ml,1,7,Drop in egg production,91.7,ug/kg,50
sheep,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,9.84,ml,1,7,Respiratory distress,205.96,ug/kg,45
pig,meat,Ivermectin,antiparasitic,Parasitic infestation,5.0,tablet,2,1,Diarrhea,90.29,ug/kg,21
pig,meat,Albendazole,antiparasitic,Fungal infection,17.38,g,1,2,Reduced production,182.88,ug/kg,19
cattle,meat,Albendazole,antiparasitic,Bacterial infection,23.99,g,3,1,Wounds,203.62,ug/kg,44
pig,meat,Ivermectin,antiparasitic,Viral infection,22.16,g,1,3,Fever,101.49,ug/kg,19
pig,meat,Albendazole,antiparasitic,Mycoplasma infection,1.46,kg,2,5,Respiratory distress,187.2,ug/kg,20
pig,meat,Ivermectin,antiparasitic,Protozoal infection,11.7,g,2,1,Respiratory distress,109.99,ug/kg,16
pig,meat,Albendazole,antiparasitic,Contaminated feed/water,20.46,g,3,3,Lameness,206.08,ug/kg,15
cattle,milk,Albendazole,antiparasitic,Viral infection,980.18,mg,2,1,Skin lesions,51.14,ug/kg,40
cattle,meat,Albendazole,antiparasitic,Nutritional deficiency,264.31,mg,1,5,Respiratory distress,204.58,ug/kg,39
pig,meat,Albendazole,antiparasitic,Fungal infection,13.24,g,1,2,Skin lesions,213.64,ug/kg,16
cattle,meat,Closantel,antiparasitic,Protozoal infection,100.0,mg,1,5,Cough,503.36,ug/kg,25
cattle,milk,Fenbendazole,antiparasitic,Nutritional deficiency,39.03,g,2,5,Skin lesions,45.45,ug/kg,46
goat,meat,Ivermectin,antiparasitic,Mycoplasma infection,5.89,g,3,7,Wounds,109.61,ug/kg,21
pig,meat,Ivermectin,antiparasitic,Mycoplasma infection,5.84,g,3,7,Poor weight gain,108.91,ug/kg,17
cattle,meat,Ivermectin,antiparasitic,Mycoplasma infection,46.02,g,2,1,Reduced production,93.21,ug/kg,34
goat,meat,Albendazole,antiparasitic,Viral infection,31.32,ml,2,7,Poor weight gain,206.5,ug/kg,25
pig,meat,Albendazole,antiparasitic,Bacterial infection,14.99,ml,1,5,Drop in egg production,200.17,ug/kg,17
poultry,egg,Ivermectin,antiparasitic,Nutritional deficiency,27.95,g,1,1,Drop in egg production,106.94,ug/kg,9
goat,meat,Fenbendazole,antiparasitic,Poor hygiene,27.69,ml,1,2,Reduced production,219.38,ug/kg,58
poultry,egg,Ivermectin,antiparasitic,Bacterial infection,1.51,kg,2,1,Diarrhea,102.51,ug/kg,8
sheep,meat,Albendazole,antiparasitic,Poor hygiene,41.61,ml,1,3,Reduced production,197.14,ug/kg,45
goat,meat,Fenbendazole,antiparasitic,Contaminated feed/water,7.42,g,1,2,Respiratory distress,188.84,ug/kg,48
sheep,meat,Closantel,antiparasitic,Nutritional deficiency,3.53,g,1,1,Respiratory distress,493.56,ug/kg,51
cattle,meat,Ivermectin,antiparasitic,Fungal infection,1.05,ml,2,1,Drop in egg production,93.2,ug/kg,27
goat,meat,Ivermectin,antiparasitic,Secondary bacterial infection,10.0,tablet,1,1,Skin lesions,99.02,ug/kg,58
goat,meat,Albendazole,antiparasitic,Secondary bacterial infection,39.09,ml,2,1,Respiratory distress,201.31,ug/kg,40
goat,meat,Albendazole,antiparasitic,Nutritional deficiency,20.9,g,2,2,Wounds,200.87,ug/kg,52
poultry,meat,Ivermectin,antiparasitic,Secondary bacterial infection,2.48,kg,2,2,Reduced production,102.52,ug/kg,14
goat,meat,Albendazole,antiparasitic,Viral infection,311.86,mg,2,1,Diarrhea,208.81,ug/kg,24
sheep,meat,Albendazole,antiparasitic,Viral infection,10.0,tablet,2,1,Respiratory distress,213.9,ug/kg,40
cattle,milk,Ivermectin,antiparasitic,Viral infection,48.88,ml,2,7,Reduced production,9.96,ug/kg,29
cattle,meat,Ivermectin,antiparasitic,Viral infection,32.77,mg,3,7,Lameness,97.96,ug/kg,45
pig,meat,Albendazole,antiparasitic,Poor hygiene,708.98,mg,2,2,Reduced production,214.52,ug/kg,17
goat,meat,Ivermectin,antiparasitic,Poor hygiene,447.05,mg,3,1,Lameness,98.31,ug/kg,22
pig,meat,Ivermectin,antiparasitic,Protozoal infection,630.2,mg,1,3,Respiratory distress,90.7,ug/kg,15
pig,meat,Ivermectin,antiparasitic,Contaminated feed/water,34.41,ml,2,2,Reduced production,98.96,ug/kg,14
cattle,meat,Closantel,antiparasitic,Mycoplasma infection,980.45,mg,3,2,Wounds,477.1,ug/kg,34
cattle,milk,Fenbendazole,antiparasitic,Fungal infection,33.55,ml,3,1,Fever,47.56,ug/kg,44
sheep,meat,Ivermectin,antiparasitic,Parasitic infestation,33.02,ml,2,1,Reduced production,96.11,ug/kg,55
sheep,meat,Ivermectin,antiparasitic,Protozoal infection,5.0,tablet,2,1,Poor weight gain,90.68,ug/kg,26
pig,meat,Ivermectin,antiparasitic,Poor hygiene,4.54,kg,2,7,Cough,92.08,ug/kg,19
poultry,meat,Ivermectin,antiparasitic,Secondary bacterial infection,1.0,sachet,3,1,Drop in egg production,104.29,ug/kg,12
pig,meat,Albendazole,antiparasitic,Parasitic infestation,49.71,g,2,5,Skin lesions,195.08,ug/kg,19
sheep,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,21.93,ml,3,2,Reduced production,219.8,ug/kg,21
sheep,meat,Closantel,antiparasitic,Mycoplasma infection,33.2,g,2,1,Respiratory distress,518.21,ug/kg,36
sheep,meat,Ivermectin,antiparasitic,Nutritional deficiency,10.0,tablet,3,2,Respiratory distress,93.05,ug/kg,50
sheep,meat,Closantel,antiparasitic,Mycoplasma infection,686.69,mg,2,2,Wounds,470.29,ug/kg,41
sheep,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,885.96,mg,3,1,Drop in egg production,205.17,ug/kg,48
poultry,meat,Ivermectin,antiparasitic,Protozoal infection,14.15,g,1,7,Skin lesions,96.28,ug/kg,10
goat,meat,Ivermectin,antiparasitic,Poor hygiene,48.41,g,2,1,Respiratory distress,103.12,ug/kg,25
sheep,meat,Ivermectin,antiparasitic,Fungal infection,863.54,mg,2,1,Cough,107.03,ug/kg,22
sheep,meat,Albendazole,antiparasitic,Contaminated feed/water,388.9,mg,2,1,Respiratory distress,208.73,ug/kg,54
sheep,meat,Albendazole,antiparasitic,Parasitic infestation,992.75,mg,2,3,Wounds,203.95,ug/kg,48
goat,meat,Albendazole,antiparasitic,Protozoal infection,667.82,mg,1,7,Fever,219.55,ug/kg,43
sheep,meat,Fenbendazole,antiparasitic,Parasitic infestation,12.76,ml,2,1,Wounds,205.64,ug/kg,21
goat,meat,Fenbendazole,antiparasitic,Parasitic infestation,36.35,ml,2,2,Cough,196.25,ug/kg,31
goat,meat,Fenbendazole,antiparasitic,Protozoal infection,71.4,mg,3,2,Fever,203.58,ug/kg,45
cattle,meat,Fenbendazole,antiparasitic,Bacterial infection,34.16,g,3,3,Wounds,203.25,ug/kg,25
sheep,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,5.0,tablet,1,3,Diarrhea,191.9,ug/kg,28
cattle,milk,Closantel,antiparasitic,Fungal infection,6.13,g,1,5,Reduced production,4.56,ug/kg,47
cattle,milk,Closantel,antiparasitic,Secondary bacterial infection,32.99,mg,2,2,Drop in egg production,4.55,ug/kg,25
pig,meat,Ivermectin,antiparasitic,Protozoal infection,5.0,tablet,1,7,Drop in egg production,93.23,ug/kg,17
goat,meat,Fenbendazole,antiparasitic,Protozoal infection,33.55,mg,1,1,Cough,181.71,ug/kg,29
pig,meat,Ivermectin,antiparasitic,Secondary bacterial infection,2.0,tablet,1,5,Wounds,100.43,ug/kg,16
pig,meat,Ivermectin,antiparasitic,Nutritional deficiency,31.16,g,1,1,Poor weight gain,106.13,ug/kg,15
cattle,milk,Fenbendazole,antiparasitic,Nutritional deficiency,5.0,tablet,3,3,Drop in egg production,53.11,ug/kg,33
cattle,milk,Albendazole,antiparasitic,Protozoal infection,5.0,tablet,2,3,Fever,47.79,ug/kg,40
pig,meat,Albendazole,antiparasitic,Parasitic infestation,906.51,mg,1,1,Diarrhea,216.62,ug/kg,16
sheep,meat,Fenbendazole,antiparasitic,Secondary bacterial infection,470.6,mg,1,1,Drop in egg production,209.55,ug/kg,29
pig,meat,Ivermectin,antiparasitic,Mycoplasma infection,3.98,kg,2,1,Cough,109.12,ug/kg,19
cattle,meat,Fenbendazole,antiparasitic,Parasitic infestation,1.0,tablet,1,1,Poor weight gain,184.4,ug/kg,46
goat,meat,Fenbendazole,antiparasitic,Fungal infection,735.45,mg,1,2,Diarrhea,185.62,ug/kg,45
poultry,egg,Ivermectin,antiparasitic,Mycoplasma infection,3.0,kg,2,2,Fever,107.77,ug/kg,8
sheep,meat,Fenbendazole,antiparasitic,Fungal infection,22.04,g,3,7,Respiratory distress,188.74,ug/kg,39
sheep,meat,Albendazole,antiparasitic,Mycoplasma infection,393.28,mg,2,2,Poor weight gain,211.02,ug/kg,36
goat,meat,Fenbendazole,antiparasitic,Nutritional deficiency,2.0,tablet,1,7,Drop in egg production,196.16,ug/kg,46
sheep,meat,Ivermectin,antiparasitic,Poor hygiene,26.28,g,2,1,Respiratory distress,91.6,ug/kg,39
sheep,meat,Fenbendazole,antiparasitic,Nutritional deficiency,744.62,mg,1,3,Respiratory distress,180.3,ug/kg,27
goat,meat,Ivermectin,antiparasitic,Viral infection,0.5,tablet,3,7,Reduced production,109.65,ug/kg,49
sheep,meat,Ivermectin,antiparasitic,Fungal infection,37.25,ml,1,1,Drop in egg production,108.07,ug/kg,33
pig,meat,Albendazole,antiparasitic,Fungal infection,885.67,mg,2,1,Reduced production,190.87,ug/kg,18
pig,meat,Albendazole,antiparasitic,Viral infection,56.51,mg,1,1,Wounds,207.53,ug/kg,19
goat,meat,Fenbendazole,antiparasitic,Contaminated feed/water,624.06,mg,2,1,Drop in egg production,190.65,ug/kg,38
goat,meat,Albendazole,antiparasitic,Parasitic infestation,35.61,g,1,1,Reduced production,206.29,ug/kg,26
goat,meat,Ivermectin,antiparasitic,Secondary bacterial infection,35.42,mg,3,7,Poor weight gain,106.44,ug/kg,21
poultry,meat,Ivermectin,antiparasitic,Parasitic infestation,9.04,litre,1,1,Respiratory distress,91.94,ug/kg,3
cattle,milk,Albendazole,antiparasitic,Nutritional deficiency,16.26,ml,1,7,Fever,45.76,ug/kg,33
cattle,milk,Closantel,antiparasitic,Nutritional deficiency,24.61,g,3,3,Wounds,4.75,ug/kg,38
sheep,meat,Ivermectin,antiparasitic,Nutritional deficiency,2.59,ml,1,1,Reduced production,101.59,ug/kg,39
poultry,meat,Ivermectin,antiparasitic,Poor hygiene,39.9,g,1,5,Wounds,97.99,ug/kg,9
